volunteer,channel,ETC for EyesOpen,ETC for EyesClosed,Difference EO - EC
S002,Cp3.,0.09703863100727533,0.1071831130238754,-0.010144482016600065
S002,Cp1.,0.12009427195409365,0.07521262424428732,0.044881647709806335
S002,Cpz.,0.10779793011579056,0.10246951531919254,0.005328414796598013
S002,Cp2.,0.10964238139153602,0.08914847832769751,0.02049390306383851
S002,Cp4.,0.12060661953068962,0.08084844758684291,0.039758171943846704
S002,Cp6.,0.1084127472077057,0.08289783789322676,0.025514909314478945
S002,Fp1.,0.062403934829388254,0.11927451583154011,-0.05687058100215186
S002,Fpz.,0.059842196946408445,0.10523619223281074,-0.04539399528640229
S002,Fp2.,0.06476073368172969,0.11322881442770776,-0.04846808074597807
S002,Af7.,0.06465826416641049,0.07849164873450148,-0.013833384568090995
S002,Af3.,0.02305564094681832,0.1209140280766472,-0.09785838712982887
S002,Afz.,0.032482836356184035,0.11824982067834819,-0.08576698432216415
S002,Af4.,0.0865867404447177,0.12122143662260478,-0.03463469617788707
S002,Af8.,0.11312634491238857,0.10677323496259862,0.006353109949789951
S002,F7..,0.09908802131365918,0.12716466851111793,-0.028076647197458754
S002,F5..,0.06752741059534788,0.1306486320319705,-0.06312122143662262
S002,F3..,0.0535915565119377,0.12439799159749974,-0.07080643508556204
S002,F1..,0.05338661748129931,0.11548314376473,-0.06209652628343069
S002,Fz..,0.06353109949789937,0.11210164975919663,-0.048570550261297266
S002,F2..,0.06762988011066708,0.11281893636643099,-0.045189056255763915
S002,F4..,0.06722000204939031,0.11117942412132391,-0.043959422071933596
S002,F6..,0.09048058202684701,0.0893534173583359,0.0011271646685111214
S002,F8..,0.027871708166820372,0.1329029613689927,-0.10503125320217234
S002,Ft7.,0.06158417870683472,0.12286094886771186,-0.06127677016087714
S002,Ft8.,0.09304231990982682,0.1302387539706937,-0.03719643406086688
S002,T7..,0.13351777846090787,0.13403012603750383,-0.0005123475765959618
S002,T8..,0.11507326570345322,0.14519930320729582,-0.0301260375038426
S002,T9..,0.06650271544215595,0.13823137616559072,-0.07172866072343477
S002,T10.,0.08586945383748334,0.14468695563069986,-0.058817501793216515
S002,Tp7.,0.14110052259452813,0.1305461625166513,0.010554360077876829
S002,Tp8.,0.11240905830515421,0.1072855825391946,0.0051234757659596175
S002,P7..,0.12747207705707553,0.11240905830515421,0.015063018751921314
S002,P5..,0.11302387539706937,0.11179424121323907,0.0012296341838303054
S002,P3..,0.11507326570345322,0.085152167230249,0.02992109847320422
S002,P1..,0.11210164975919663,0.07111384363151962,0.04098780612767701
S002,Pz..,0.10605594835536428,0.07398299006045701,0.032072958294907264
S002,P2..,0.12204119274515832,0.06394097755917615,0.05810021518598217
S002,P4..,0.11937698534685931,0.06967927041705092,0.04969771492980839
S002,P6..,0.10072753355876626,0.07726201455067118,0.023465519008095084
S002,P8..,0.12757454657239473,0.09048058202684701,0.03709396454554771
S002,Po7.,0.11517573521877242,0.09560405779280665,0.019571677425965772
S002,Po3.,0.11189671072855825,0.1044164361102572,0.007480274618301058
S002,Poz.,0.11066707654472795,0.0757249718208833,0.03494210472384465
S002,Po4.,0.12316835741366944,0.07244594733066913,0.05072241008300031
S002,Po8.,0.12009427195409365,0.09283738087918844,0.027256891074905212
S002,O1..,0.011374116200430372,0.10431396659493801,-0.09293985039450764
S002,Oz..,0.12378317450558458,0.11189671072855825,0.011886463777026332
S002,O2..,0.12573009529664925,0.10779793011579056,0.01793216518085869
S002,Iz..,0.12275847935239266,0.11374116200430372,0.009017317348088943
S003,Fc5.,0.0630187519213034,0.08259042934726919,-0.019571677425965786
S003,Fc3.,0.06168664822215391,0.0823854903166308,-0.020698842094476887
S003,Fc1.,0.059124910339174094,0.08976329541961267,-0.030638385080438577
S003,Fcz.,0.04939030638385081,0.08904600881237831,-0.039655702428527506
S003,Fc2.,0.04139768418895379,0.08925094784301671,-0.04785326365406292
S003,Fc4.,0.022338354339583973,0.08269289886258838,-0.0603545445230044
S003,Fc6.,0.02500256173788298,0.07941387437237422,-0.05441131263449124
S003,C5..,0.07449533763705297,0.08310277692386515,-0.00860743928681218
S003,C3..,0.07623731939747926,0.08750896608259043,-0.011271646685111172
S003,C1..,0.0755200327902449,0.09519417973152987,-0.01967414694128497
S003,Cz..,0.07746695358130956,0.09109539911876217,-0.013628445537452613
S003,C2..,0.07121631314683882,0.08207808177067323,-0.010861768623834409
S003,C4..,0.07613484988216006,0.07705707552003278,-0.0009222256378727256
S003,C6..,0.08586945383748334,0.06978173993237012,0.016087713905113224
S003,Cp5.,0.08300030740854596,0.0906855210574854,-0.00768521364893944
S003,Cp3.,0.06496567271236807,0.09488677118557229,-0.02992109847320422
S003,Cp1.,0.08412747207705708,0.09488677118557229,-0.01075929910851521
S003,Cpz.,0.08740649656727123,0.09539911876216825,-0.00799262219489702
S003,Cp2.,0.09007070396557024,0.08699661850599447,0.0030740854595757705
S003,Cp4.,0.07603238036684086,0.08709908802131366,-0.011066707654472804
S003,Cp6.,0.059432318885131674,0.059842196946408445,-0.0004098780612767708
S003,Fp1.,0.019161799364689005,0.08832872220514397,-0.06916692284045496
S003,Fpz.,0.016805000512347578,0.0893534173583359,-0.07254841684598831
S003,Fp2.,0.02869146428937391,0.07429039860641459,-0.04559893431704068
S003,Af7.,0.02377292755405267,0.08361512450046112,-0.059842196946408445
S003,Af3.,0.013628445537452608,0.0919151552413157,-0.07828670970386309
S003,Afz.,0.012193872322983912,0.08289783789322676,-0.07070396557024285
S003,Af4.,0.013525976022133415,0.07377805102981863,-0.060252075007685216
S003,Af8.,0.014653140690644533,0.07388052054513781,-0.05922737985449328
S003,F7..,0.014448201660006148,0.08197561225535403,-0.06752741059534789
S003,F5..,0.01526795778255969,0.08484475868429142,-0.06957680090173174
S003,F3..,0.01690747002766677,0.08832872220514397,-0.0714212521774772
S003,F1..,0.02295317143149913,0.08996823445025105,-0.06701506301875193
S003,Fz..,0.017112409058305154,0.0863818014140793,-0.06926939235577415
S003,F2..,0.011476585715749565,0.08597192335280254,-0.07449533763705297
S003,F4..,0.012706219899579875,0.08054103904088533,-0.06783481914130546
S003,F6..,0.010861768623834409,0.07203606926939235,-0.06117430064555794
S003,F8..,0.011476585715749565,0.0741879290910954,-0.06271134337534583
S003,Ft7.,0.04221744031150733,0.08463981965365304,-0.04242237934214571
S003,Ft8.,0.018342043242135463,0.07019161799364688,-0.05184957475151142
S003,T7..,0.08484475868429142,0.08986576493493185,-0.0050210062506404335
S003,T8..,0.08853366123578235,0.08361512450046112,0.004918536735321236
S003,T9..,0.0700891484783277,0.09878061276770161,-0.028691464289373914
S003,T10.,0.07111384363151962,0.07121631314683882,-0.0001024695153191979
S003,Tp7.,0.051747105236192234,0.09796085664514807,-0.04621375140895584
S003,Tp8.,0.07705707552003278,0.06578542883492161,0.011271646685111172
S003,P7..,0.06219899579874987,0.08955835638897428,-0.027359360590224403
S003,P5..,0.06394097755917615,0.08761143559790963,-0.02367045803873348
S003,P3..,0.08802131365918639,0.08576698432216416,0.002254329337022229
S003,P1..,0.07623731939747926,0.09406701506301875,-0.01782969566553949
S003,Pz..,0.07941387437237422,0.0810533866174813,-0.0016395122451070693
S003,P2..,0.0838200635310995,0.08095091710216211,0.0028691464289373886
S003,P4..,0.06568295931960241,0.08822625268982477,-0.02254329337022236
S003,P6..,0.07521262424428732,0.085152167230249,-0.009939542985961683
S003,P8..,0.0768521364893944,0.08740649656727123,-0.010554360077876829
S003,Po7.,0.07500768521364894,0.08699661850599447,-0.01198893329234553
S003,Po3.,0.0782867097038631,0.08925094784301671,-0.010964238139153606
S003,Poz.,0.08043856952556615,0.08607439286812173,-0.005635823342555579
S003,Po4.,0.09304231990982682,0.07531509375960652,0.017727226150220307
S003,Po8.,0.08566451480684496,0.08228302080131161,0.0033814940055333503
S003,O1..,0.08218055128599241,0.08156573419407726,0.0006148170919151597
S003,Oz..,0.08627933189876012,0.07459780715237217,0.01168152474638795
S003,O2..,0.08996823445025105,0.0673224715647095,0.022645762885541557
S003,Iz..,0.07388052054513781,0.08679167947535608,-0.01291115893021827
S004,Fc5.,0.00768521364893944,0.0932472589404652,-0.08556204529152577
S004,Fc3.,0.018239573726816272,0.03391740957065273,-0.015677835843836457
S004,Fc1.,0.029921098473204222,0.0757249718208833,-0.045803873347679075
S004,Fcz.,0.011066707654472794,0.08945588687365509,-0.0783891792191823
S004,Fc2.,0.010554360077876832,0.0893534173583359,-0.07879905728045906
S004,Fc4.,0.006967927041705093,0.08453735013833384,-0.07756942309662875
S004,Fc6.,0.006762988011066708,0.08617686238344092,-0.07941387437237421
S004,C5..,0.04723844656214776,0.07152372169279639,-0.024285275130648626
S004,C3..,0.055436007787683164,0.055948355364279126,-0.0005123475765959618
S004,C1..,0.03934829388256993,0.08494722819961062,-0.045598934317040686
S004,Cz..,0.044574239163848756,0.09837073470642484,-0.05379649554257608
S004,C2..,0.030126037503842608,0.09621887488472179,-0.06609283738087918
S004,C4..,0.02817911671277795,0.0837175940157803,-0.05553847730300235
S004,C6..,0.022440823854903168,0.08740649656727123,-0.06496567271236806
S004,Cp5.,0.05523106875704478,0.07920893534173583,-0.023977866584691046
S004,Cp3.,0.05482119069576801,0.08341018546982273,-0.028588994774054723
S004,Cp1.,0.047853263654062915,0.08627933189876012,-0.03842606824469721
S004,Cpz.,0.06414591658981453,0.08617686238344092,-0.022030945793626397
S004,Cp2.,0.05728045906342863,0.08914847832769751,-0.03186801926426888
S004,Cp4.,0.06599036786555999,0.07275335587662671,-0.0067629880110667145
S004,Cp6.,0.02510503125320217,0.06752741059534788,-0.04242237934214571
S004,Fp1.,0.05523106875704478,0.08699661850599447,-0.031765549748949684
S004,Fpz.,0.05523106875704478,0.0946818321549339,-0.039450763397889124
S004,Fp2.,0.059124910339174094,0.07972128291833179,-0.020596372579157696
S004,Af7.,0.06547802028896403,0.08054103904088533,-0.0150630187519213
S004,Af3.,0.04939030638385081,0.09550158827748745,-0.04611128189363664
S004,Afz.,0.01209140280766472,0.07797930115790552,-0.06588789835024081
S004,Af4.,0.028793933804693105,0.04621375140895584,-0.017419817604262734
S004,Af8.,0.08187314274003483,0.032585305871503226,0.04928783686853161
S004,F7..,0.035761860846398194,0.07306076442258429,-0.03729890357618609
S004,F5..,0.028793933804693105,0.07931140485705503,-0.05051747105236192
S004,F3..,0.01127164668511118,0.07613484988216006,-0.06486320319704889
S004,F1..,0.00768521364893944,0.08771390511322881,-0.08002869146428937
S004,Fz..,0.006353109949789938,0.09806332616046726,-0.09171021621067732
S004,F2..,0.0071728660723434775,0.08627933189876012,-0.07910646582641664
S004,F4..,0.007377805102981863,0.0839225330464187,-0.07654472794343684
S004,F6..,0.023977866584691053,0.06558048980428323,-0.041602623219592176
S004,F8..,0.027974177682139563,0.05820268470130136,-0.0302285070191618
S004,Ft7.,0.014243262629367762,0.09457936263961471,-0.08033610001024695
S004,Ft8.,0.03750384260682447,0.06107183113023876,-0.02356798852341429
S004,T7..,0.026847013013628445,0.08679167947535608,-0.059944666461727636
S004,T8..,0.010656829593196025,0.0850496977149298,-0.07439286812173378
S004,T9..,0.040577928066400246,0.09007070396557024,-0.04949277589916999
S004,T10.,0.05810021518598217,0.05717798954810944,0.0009222256378727325
S004,Tp7.,0.07295829490726509,0.08802131365918639,-0.0150630187519213
S004,Tp8.,0.05021006250640434,0.07808177067322472,-0.02787170816682038
S004,P7..,0.04939030638385081,0.06947433138641254,-0.020084025002561734
S004,P5..,0.03822112921405882,0.07941387437237422,-0.041192745158315405
S004,P3..,0.08187314274003483,0.0907879905728046,-0.00891484783276976
S004,P1..,0.048468080745978075,0.0932472589404652,-0.04477917819448713
S004,Pz..,0.04990265396044677,0.09519417973152987,-0.0452915257710831
S004,P2..,0.059842196946408445,0.05676811148683267,0.0030740854595757774
S004,P4..,0.04611128189363664,0.04754585510810534,-0.0014345732144687012
S004,P6..,0.0687570447791782,0.09273491136386924,-0.023977866584691046
S004,P8..,0.06342862998258018,0.09160774669535814,-0.028179116712777952
S004,Po7.,0.07152372169279639,0.08761143559790963,-0.016087713905113238
S004,Po3.,0.06537555077364485,0.09355466748642279,-0.028179116712777938
S004,Poz.,0.07029408750896608,0.09232503330259248,-0.022030945793626397
S004,Po4.,0.06035454452300441,0.08925094784301671,-0.028896403320012302
S004,Po8.,0.07367558151449943,0.08556204529152577,-0.011886463777026332
S004,O1..,0.07398299006045701,0.08843119172046317,-0.014448201660006155
S004,Oz..,0.07080643508556204,0.09109539911876217,-0.02028896403320013
S004,O2..,0.08556204529152577,0.08597192335280254,-0.00040987806127677773
S004,Iz..,0.08228302080131161,0.0919151552413157,-0.00963213444000409
S005,Fc5.,0.08617686238344092,0.08259042934726919,0.0035864330361717323
S005,Fc3.,0.08433241110769546,0.08750896608259043,-0.0031765549748949684
S005,Fc1.,0.060252075007685216,0.05246439184342658,0.007787683164258638
S005,Fcz.,0.06414591658981453,0.05840762373193975,0.005738292857874777
S005,Fc2.,0.056153294394917515,0.0838200635310995,-0.027666769136181983
S005,Fc4.,0.07183113023875397,0.07357311199918025,-0.001741981760426281
S005,Fc6.,0.07664719745875602,0.07521262424428732,0.0014345732144687012
S005,C5..,0.07193359975407317,0.07060149605492366,0.0013321036991495033
S005,C3..,0.052156983297469005,0.052054513782149814,0.00010246951531919096
S005,C1..,0.06281381289066502,0.0687570447791782,-0.005943231888513173
S005,Cz..,0.0590224408238549,0.05932984936981248,-0.0003074085459575798
S005,C2..,0.08566451480684496,0.08576698432216416,-0.0001024695153191979
S005,C4..,0.048570550261297266,0.04980018444512758,-0.0012296341838303124
S005,C6..,0.07931140485705503,0.08351265498514192,-0.004201250128086892
S005,Cp5.,0.10369914950302285,0.11507326570345322,-0.01137411620043037
S005,Cp3.,0.05236192232810739,0.05246439184342658,-0.00010246951531919096
S005,Cp1.,0.059534788400450865,0.05861256276257813,0.0009222256378727325
S005,Cpz.,0.051542166205553845,0.052566861358745776,-0.0010246951531919304
S005,Cp2.,0.05000512347576596,0.05000512347576596,0.0
S005,Cp4.,0.05102981862895788,0.05236192232810739,-0.0013321036991495033
S005,Cp6.,0.09714110052259453,0.09427195409365714,0.0028691464289373886
S005,Fp1.,0.055743416333640744,0.05605082487959832,-0.0003074085459575729
S005,Fpz.,0.05820268470130136,0.04939030638385081,0.008812378317450555
S005,Fp2.,0.07674966697407522,0.054718721180448814,0.022030945793626404
S005,Af7.,0.08125832564811969,0.07449533763705297,0.0067629880110667145
S005,Af3.,0.0673224715647095,0.06189158725279229,0.005430884311917204
S005,Afz.,0.06640024592683677,0.0590224408238549,0.007377805102981867
S005,Af4.,0.09386207603238036,0.0673224715647095,0.02653960446767087
S005,Af8.,0.10492878368685316,0.059637257915770056,0.0452915257710831
S005,F7..,0.08627933189876012,0.09140280766471974,-0.0051234757659596175
S005,F5..,0.08197561225535403,0.08330771595450354,-0.0013321036991495033
S005,F3..,0.08023363049492777,0.08812378317450559,-0.007890152679577822
S005,F1..,0.07449533763705297,0.06148170919151552,0.013013628445537453
S005,Fz..,0.06588789835024081,0.05307920893534174,0.012808689414899072
S005,F2..,0.06660518495747515,0.05523106875704478,0.01137411620043037
S005,F4..,0.08023363049492777,0.06332616046726099,0.01690747002766678
S005,F6..,0.09714110052259453,0.06916692284045496,0.02797417768213957
S005,F8..,0.11691771697919869,0.08023363049492777,0.03668408648427092
S005,Ft7.,0.08156573419407726,0.07633978891279844,0.005225945281278815
S005,Ft8.,0.0467260989855518,0.03996311097448509,0.006762988011066708
S005,T7..,0.0920176247566349,0.07992622194897019,0.012091402807664714
S005,T8..,0.06588789835024081,0.06547802028896403,0.00040987806127677773
S005,T9..,0.06127677016087714,0.05728045906342863,0.00399631109744851
S005,T10.,0.08197561225535403,0.0714212521774772,0.010554360077876829
S005,Tp7.,0.09119786863408136,0.0921200942719541,-0.0009222256378727395
S005,Tp8.,0.05502612972640639,0.05410390408853366,0.0009222256378727325
S005,P7..,0.07674966697407522,0.07254841684598831,0.004201250128086906
S005,P5..,0.08556204529152577,0.08228302080131161,0.0032790244902141524
S005,P3..,0.05277180038938416,0.05420637360385285,-0.0014345732144686943
S005,P1..,0.007992622194897018,0.06650271544215595,-0.058510093247258935
S005,Pz..,0.05840762373193975,0.059637257915770056,-0.0012296341838303054
S005,P2..,0.052259452812788196,0.055743416333640744,-0.0034839635208525482
S005,P4..,0.0535915565119377,0.05430884311917205,-0.0007172866072343506
S005,P6..,0.08115585613280049,0.08320524643918434,-0.002049390306383847
S005,P8..,0.07459780715237217,0.07664719745875602,-0.002049390306383847
S005,Po7.,0.0755200327902449,0.07664719745875602,-0.0011271646685111214
S005,Po3.,0.0631212214366226,0.06476073368172969,-0.0016395122451070832
S005,Poz.,0.09099292960344298,0.09775591761450968,-0.006762988011066701
S005,Po4.,0.051952044266830616,0.05338661748129931,-0.0014345732144686943
S005,Po8.,0.0893534173583359,0.08556204529152577,0.003791372066810128
S005,O1..,0.07295829490726509,0.08289783789322676,-0.009939542985961669
S005,Oz..,0.06547802028896403,0.06814222768726304,-0.0026642073982990067
S005,O2..,0.04908289783789323,0.051132288144277074,-0.002049390306383847
S005,Iz..,0.10503125320217235,0.09970283840557434,0.005328414796598013
S006,Fc5.,0.10974485090685521,0.12665232093452197,-0.016907470027666766
S006,Fc3.,0.048570550261297266,0.12183625371451993,-0.07326570345322267
S006,Fc1.,0.04734091607746695,0.1209140280766472,-0.07357311199918024
S006,Fcz.,0.035761860846398194,0.1168152474638795,-0.08105338661748131
S006,Fc2.,0.02694948252894764,0.12337329644430782,-0.09642381391536017
S006,Fc4.,0.02623219592171329,0.12245107080643508,-0.09621887488472179
S006,Fc6.,0.04949277589917,0.13208320524643918,-0.08259042934726918
S006,C5..,0.09232503330259248,0.11497079618813404,-0.022645762885541557
S006,C3..,0.09539911876216825,0.11824982067834819,-0.02285070191617994
S006,C1..,0.06281381289066502,0.118147351163029,-0.05533353827236398
S006,Cz..,0.0535915565119377,0.11640536940260272,-0.06281381289066502
S006,C2..,0.051132288144277074,0.11968439389281689,-0.06855210574853982
S006,C4..,0.08248795983195,0.11947945486217851,-0.03699149503022851
S006,C6..,0.11210164975919663,0.126139973357926,-0.014038323598729377
S006,Cp5.,0.10359667998770365,0.11579055231068756,-0.012193872322983912
S006,Cp3.,0.09734603955323291,0.1209140280766472,-0.023567988523414282
S006,Cp1.,0.09816579567578645,0.12111896710728558,-0.022953171431499123
S006,Cpz.,0.11302387539706937,0.11824982067834819,-0.005225945281278815
S006,Cp2.,0.08720155753663285,0.12132390613792397,-0.034122348601291125
S006,Cp4.,0.08904600881237831,0.12050415001537043,-0.03145814120299212
S006,Cp6.,0.09662875294599857,0.11435597909621888,-0.017727226150220307
S006,Fp1.,0.014345732144686955,0.12818936366430986,-0.1138436315196229
S006,Fpz.,0.013423506506814223,0.1139461010349421,-0.10052259452812788
S006,Fp2.,0.013833384568090993,0.11466338764217646,-0.10083000307408546
S006,Af7.,0.014858079721282919,0.1357721077979301,-0.1209140280766472
S006,Af3.,0.015063018751921304,0.1374116200430372,-0.1223486012911159
S006,Afz.,0.014448201660006148,0.11783994261707142,-0.10339174095706527
S006,Af4.,0.013935854083410186,0.13823137616559072,-0.12429552208218053
S006,Af8.,0.014858079721282919,0.1401782969566554,-0.12532021723537248
S006,F7..,0.020084025002561737,0.1349523516753766,-0.11486832667281485
S006,F5..,0.019059329849369814,0.12296341838303104,-0.10390408853366123
S006,F3..,0.01895686033405062,0.1222461317757967,-0.10328927144174607
S006,F1..,0.018239573726816272,0.12029921098473204,-0.10205963725791577
S006,Fz..,0.018239573726816272,0.12204119274515832,-0.10380161901834205
S006,F2..,0.0178296956655395,0.12204119274515832,-0.10421149707961881
S006,F4..,0.0178296956655395,0.12070908904600881,-0.10287939338046931
S006,F6..,0.01700993954298596,0.1307511015472897,-0.11374116200430373
S006,F8..,0.017932165180858696,0.12849677221026745,-0.11056460702940876
S006,Ft7.,0.1057485398094067,0.10564607029408751,0.00010246951531918402
S006,Ft8.,0.09898555179834,0.12706219899579874,-0.02807664719745874
S006,T7..,0.101649759196639,0.1307511015472897,-0.02910134235065069
S006,T8..,0.0933497284557844,0.1279844246336715,-0.03463469617788709
S006,T9..,0.12398811353622298,0.12859924172558665,-0.00461112818936367
S006,T10.,0.10492878368685316,0.1330054308843119,-0.028076647197458754
S006,Tp7.,0.1306486320319705,0.13146838815452402,-0.0008197561225535277
S006,Tp8.,0.09744850906855211,0.12829183317962906,-0.030843324111076945
S006,P7..,0.12255354032175428,0.12470540014345732,-0.002151859821703045
S006,P5..,0.12152884516856235,0.12562762578133005,-0.004098780612767694
S006,P3..,0.09980530792089354,0.12019674146941285,-0.020391433548519314
S006,P1..,0.09796085664514807,0.12050415001537043,-0.02254329337022236
S006,Pz..,0.1057485398094067,0.11927451583154011,-0.013525976022133415
S006,P2..,0.09488677118557229,0.05277180038938416,0.04211497079618813
S006,P4..,0.11210164975919663,0.12163131468388154,-0.009529664924684905
S006,P6..,0.11138436315196229,0.12173378419920074,-0.010349421047238447
S006,P8..,0.09765344809919049,0.12849677221026745,-0.03084332411107696
S006,Po7.,0.11978686340813607,0.1250128086894149,-0.005225945281278815
S006,Po3.,0.11722512552515627,0.12542268675069168,-0.008197561225535416
S006,Poz.,0.10820780817706732,0.11312634491238857,-0.0049185367353212495
S006,Po4.,0.1098473204221744,0.12450046111281894,-0.014653140690644537
S006,Po8.,0.1098473204221744,0.12470540014345732,-0.014858079721282919
S006,O1..,0.11743006455579465,0.12460293062813813,-0.007172866072343478
S006,Oz..,0.10472384465621477,0.11363869248898453,-0.00891484783276976
S006,O2..,0.09785838712982887,0.12245107080643508,-0.024592683676606206
S006,Iz..,0.12685725996516037,0.13280049185367354,-0.005943231888513173
S007,Fc5.,0.07849164873450148,0.09406701506301875,-0.015575366328517262
S007,Fc3.,0.07644225842811764,0.09365713700174198,-0.017214878573624345
S007,Fc1.,0.08248795983195,0.09263244184855006,-0.010144482016600065
S007,Fcz.,0.08197561225535403,0.08904600881237831,-0.0070703965570242805
