volunteer,channel,ETC_EyesOpen,ETC_EyesClosed
S005,F1,0.2040858870127163,0.2045028142589118
S005,Fz,0.19678966020429436,0.19637273295809882
S005,F2,0.19282885136543673,0.1999166145507609
S005,F4,0.19678966020429436,0.18928496977277465
S005,F6,0.19824890556597874,0.21096518657494268
S005,F8,0.20846362309776945,0.18991036064206795
S005,FT7,0.19595580571190327,0.19324577861163228
S005,FT8,0.19658119658119658,0.20095893266624973
S005,T7,0.1984573691890765,0.21117365019804044
S005,T8,0.19262038774233897,0.19720658745048988
S005,T9,0.19011882426516574,0.1986658328121743
S005,T10,0.1992912236814676,0.19407963310402335
S005,TP7,0.19741505107358767,0.19658119658119658
S005,TP8,0.2005420054200542,0.19533041484260996
S005,P7,0.19345424223473004,0.2045028142589118
S005,P5,0.1903272878882635,0.19658119658119658
S005,P3,0.20241817802793413,0.19553887846570772
S005,P1,0.20095893266624973,0.1930373149885345
S005,Pz,0.19658119658119658,0.19762351469668543
S005,P2,0.19157806962685012,0.1944965603502189
S005,P4,0.20617052324369398,0.1936627058578278
S005,P6,0.19220346049614342,0.19491348759641441
S005,P8,0.19824890556597874,0.19658119658119658
S005,PO7,0.1978319783197832,0.1938711694809256
S005,PO3,0.1992912236814676,0.18865957890348134
S005,POz,0.20283510527412965,0.19136960600375236
S005,PO4,0.19595580571190327,0.19533041484260996
S005,PO8,0.18991036064206795,0.1897018970189702
S005,O1,0.1942880967271211,0.1890765061496769
S005,Oz,0.2032520325203252,0.20012507817385866
S005,O2,0.19762351469668543,0.19345424223473004
S005,Iz,0.1984573691890765,0.19491348759641441
S006,FC5,0.20220971440483634,0.2161767771523869
S006,FC3,0.20220971440483634,0.20200125078173858
S006,FC1,0.19949968730456535,0.19887429643527205
S006,FCz,0.20033354179695642,0.20241817802793413
S006,FC2,0.1944965603502189,0.2045028142589118
S006,FC4,0.2026266416510319,0.21471753179070252
S006,FC6,0.1992912236814676,0.20033354179695642
S006,C5,0.19616426933500103,0.1992912236814676
S006,C3,0.203460496143423,0.21117365019804044
S006,C1,0.19741505107358767,0.1978319783197832
S006,Cz,0.20512820512820512,0.20512820512820512
S006,C2,0.19678966020429436,0.20241817802793413
S006,C4,0.19345424223473004,0.20491974150510736
S006,C6,0.20554513237440067,0.2092974775901605
S006,CP5,0.20158432353554304,0.1978319783197832
S006,CP3,0.20783823222847614,0.19949968730456535
S006,CP1,0.2047112778820096,0.19720658745048988
S006,CPz,0.203460496143423,0.20116739628934752
S006,CP2,0.2053366687513029,0.2026266416510319
S006,CP4,0.1936627058578278,0.19970815092766311
S006,CP6,0.19678966020429436,0.2032520325203252
S006,Fp1,0.20512820512820512,0.1999166145507609
S006,Fpz,0.20012507817385866,0.20304356889722744
S006,Fp2,0.20429435063581405,0.19970815092766311
S006,AF7,0.20512820512820512,0.20033354179695642
S006,AF3,0.2080466958515739,0.19762351469668543
S006,AFz,0.2005420054200542,0.20158432353554304
S006,AF4,0.19699812382739212,0.2005420054200542
S006,AF8,0.20491974150510736,0.2047112778820096
S006,F7,0.20179278715864082,0.1957473420888055
S006,F5,0.20512820512820512,0.19678966020429436
S006,F3,0.19699812382739212,0.2080466958515739
S006,F1,0.1978319783197832,0.19699812382739212
S006,Fz,0.20617052324369398,0.20992286845945382
S006,F2,0.1978319783197832,0.20179278715864082
S006,F4,0.19699812382739212,0.19970815092766311
S006,F6,0.20762976860537835,0.2005420054200542
S006,F8,0.2038774233896185,0.20283510527412965
S006,FT7,0.19887429643527205,0.19804044194288098
S006,FT8,0.19887429643527205,0.2038774233896185
S006,T7,0.20033354179695642,0.1992912236814676
S006,T8,0.2026266416510319,0.20304356889722744
S006,T9,0.20158432353554304,0.2080466958515739
S006,T10,0.1999166145507609,0.20075046904315197
S006,TP7,0.2038774233896185,0.19970815092766311
S006,TP8,0.20241817802793413,0.1986658328121743
S006,P7,0.20137585991244528,0.19741505107358767
S006,P5,0.20137585991244528,0.1986658328121743
S006,P3,0.20095893266624973,0.203460496143423
S006,P1,0.20762976860537835,0.19720658745048988
S006,Pz,0.19949968730456535,0.20637898686679174
S006,P2,0.1978319783197832,0.203460496143423
S006,P4,0.2047112778820096,0.20137585991244528
S006,P6,0.20137585991244528,0.20220971440483634
S006,P8,0.20158432353554304,0.19824890556597874
S006,PO7,0.20658745048988952,0.19741505107358767
S006,PO3,0.21200750469043153,0.20366895976652075
S006,POz,0.2053366687513029,0.19949968730456535
S006,PO4,0.1999166145507609,0.20241817802793413
S006,PO8,0.19804044194288098,0.20179278715864082
S006,O1,0.2140921409214092,0.20012507817385866
S006,Oz,0.20679591411298728,0.19762351469668543
S006,O2,0.2045028142589118,0.19741505107358767
S006,Iz,0.2080466958515739,0.2038774233896185
S007,FC5,0.18845111528038358,0.19553887846570772
S007,FC3,0.19157806962685012,0.19282885136543673
S007,FC1,0.19699812382739212,0.19157806962685012
S007,FCz,0.18720033354179696,0.18678340629560142
S007,FC2,0.18594955180321035,0.1888680425265791
S007,FC4,0.1849072336877215,0.1897018970189702
S007,FC6,0.20366895976652075,0.1903272878882635
S007,C5,0.18928496977277465,0.20200125078173858
S007,C3,0.18594955180321035,0.18865957890348134
S007,C1,0.18845111528038358,0.18511569731081925
S007,Cz,0.18657494267250366,0.1936627058578278
S007,C2,0.18928496977277465,0.19157806962685012
S007,C4,0.1882426516572858,0.17969564311027725
S007,C6,0.18198874296435272,0.18094642484886386
S007,CP5,0.18407337919533043,0.18845111528038358
S007,CP3,0.17886178861788618,0.17969564311027725
S007,CP1,0.18532416093391704,0.1746925161559308
S007,CPz,0.18386491557223264,0.18052949760266834
S007,CP2,0.1842818428184282,0.17239941630185532
S007,CP4,0.18323952470293933,0.17344173441734417
S007,CP6,0.1849072336877215,0.17552637064832186
S007,Fp1,0.19199499687304566,0.18511569731081925
S007,Fpz,0.19637273295809882,0.18845111528038358
S007,Fp2,0.19241192411924118,0.18032103397957056
S007,AF7,0.1951219512195122,0.18469877006462374
S007,AF3,0.1999166145507609,0.18469877006462374
S007,AFz,0.2026266416510319,0.18157181571815717
S007,AF4,0.19178653324994788,0.18657494267250366
S007,AF8,0.19324577861163228,0.18636647904940587
S007,F7,0.20137585991244528,0.18657494267250366
S007,F5,0.1984573691890765,0.18928496977277465
S007,F3,0.19491348759641441,0.1894934333958724
S007,F1,0.1938711694809256,0.18699186991869918
S007,Fz,0.1951219512195122,0.1849072336877215
S007,F2,0.19157806962685012,0.18761726078799248
S007,F4,0.19720658745048988,0.18219720658745048
S007,F6,0.19533041484260996,0.19699812382739212
S007,F8,0.1942880967271211,0.18740879716489472
S007,FT7,0.18157181571815717,0.18511569731081925
S007,FT8,0.18865957890348134,0.18678340629560142
S007,T7,0.18365645194913488,0.18991036064206795
S007,T8,0.18720033354179696,0.1909526787575568
S007,T9,0.17886178861788618,0.19157806962685012
S007,T10,0.18449030644152595,0.1765686887638107
S007,TP7,0.18365645194913488,0.1888680425265791
S007,TP8,0.18657494267250366,0.19241192411924118
S007,P7,0.18386491557223264,0.1719824890556598
S007,P5,0.17448405253283303,0.16281008963935792
S007,P3,0.17781947050239733,0.16364394413174901
S007,P1,0.18282259745674379,0.16885553470919323
S007,Pz,0.17448405253283303,0.1630185532624557
S007,P2,0.17219095267875756,0.1651031894934334
S007,P4,0.1767771523869085,0.16322701688555347
S007,P6,0.17073170731707318,0.16760475297060662
S007,P8,0.18740879716489472,0.18532416093391704
S007,PO7,0.17010631644777988,0.15572232645403378
S007,PO3,0.1759432978945174,0.15426308109234937
S007,POz,0.17573483427141964,0.15238690848446945
S007,PO4,0.1713570981863665,0.15655618094642484
S007,PO8,0.16885553470919323,0.16051698978528248
S007,O1,0.17239941630185532,0.158223889931207
S007,Oz,0.17490097977902855,0.15676464456952263
S007,O2,0.17219095267875756,0.1623931623931624
S007,Iz,0.1759432978945174,0.16760475297060662
S008,FC5,0.20158432353554304,0.17781947050239733
S008,FC3,0.19470502397331665,0.17427558890973524
S008,FC1,0.20679591411298728,0.18594955180321035
S008,FCz,0.2047112778820096,0.1671878257244111
S008,FC2,0.20075046904315197,0.18032103397957056
S008,FC4,0.2038774233896185,0.1780279341254951
S008,FC6,0.20554513237440067,0.1665624348551178
S008,C5,0.1936627058578278,0.1767771523869085
S008,C3,0.19241192411924118,0.1849072336877215
S008,C1,0.1984573691890765,0.16823014383989993
S008,Cz,0.19887429643527205,0.1746925161559308
S008,C2,0.19533041484260996,0.16885553470919323
S008,C4,0.19970815092766311,0.18052949760266834
S008,C6,0.19637273295809882,0.18157181571815717
S008,CP5,0.19157806962685012,0.1765686887638107
S008,CP3,0.20783823222847614,0.17573483427141964
S008,CP1,0.19533041484260996,0.18303106107984157
S008,CPz,0.20637898686679174,0.1855326245570148
S008,CP2,0.20220971440483634,0.17823639774859287
S008,CP4,0.19553887846570772,0.17969564311027725
S008,CP6,0.1944965603502189,0.16635397123202
S008,Fp1,0.20158432353554304,0.17219095267875756
S008,Fpz,0.1984573691890765,0.1861580154263081
S008,Fp2,0.21179904106733374,0.17865332499478842
S008,AF7,0.20658745048988952,0.18928496977277465
S008,AF3,0.20700437773608504,0.17698561601000626
S008,AFz,0.20512820512820512,0.18032103397957056
S008,AF4,0.20992286845945382,0.17073170731707318
S008,AF8,0.1999166145507609,0.1890765061496769
S008,F7,0.20283510527412965,0.18469877006462374
S008,F5,0.20200125078173858,0.1759432978945174
S008,F3,0.19699812382739212,0.17406712528663748
S008,F1,0.20846362309776945,0.1726078799249531
S008,Fz,0.20366895976652075,0.17094017094017094
S008,F2,0.20033354179695642,0.1807379612257661
S008,F4,0.20179278715864082,0.18282259745674379
S008,F6,0.20366895976652075,0.18678340629560142
S008,F8,0.1984573691890765,0.18115488847196165
S008,FT7,0.20888055034396497,0.18845111528038358
S008,FT8,0.2080466958515739,0.1711486345632687
S008,T7,0.1986658328121743,0.18532416093391704
S008,T8,0.19491348759641441,0.18991036064206795
S008,T9,0.19470502397331665,0.18282259745674379
S008,T10,0.19658119658119658,0.17302480717114863
S008,TP7,0.19199499687304566,0.1888680425265791
S008,TP8,0.20075046904315197,0.17219095267875756
S008,P7,0.19533041484260996,0.18594955180321035
S008,P5,0.1888680425265791,0.18303106107984157
S008,P3,0.19699812382739212,0.1774025432562018
S008,P1,0.18782572441109027,0.19199499687304566
S008,Pz,0.19720658745048988,0.16968938920158433
S008,P2,0.1984573691890765,0.16802168021680217
S008,P4,0.1999166145507609,0.1753179070252241
S008,P6,0.1951219512195122,0.17448405253283303
S008,P8,0.19324577861163228,0.18449030644152595
S008,PO7,0.20283510527412965,0.17698561601000626
S008,PO3,0.19595580571190327,0.17886178861788618
S008,POz,0.20304356889722744,0.1813633520950594
S008,PO4,0.19241192411924118,0.1794871794871795
S008,PO8,0.19407963310402335,0.16489472587033563
S008,O1,0.19699812382739212,0.17698561601000626
S008,Oz,0.19658119658119658,0.18323952470293933
S008,O2,0.19345424223473004,0.17761100687929957
S008,Iz,0.19616426933500103,0.18261413383364603
S009,FC5,0.1942880967271211,0.19470502397331665
S009,FC3,0.18657494267250366,0.19678966020429436
S009,FC1,0.18761726078799248,0.19407963310402335
S009,FCz,0.18469877006462374,0.19282885136543673
S009,FC2,0.1992912236814676,0.1951219512195122
S009,FC4,0.2026266416510319,0.19262038774233897
S009,FC6,0.19616426933500103,0.18761726078799248
S009,C5,0.1897018970189702,0.1894934333958724
S009,C3,0.19178653324994788,0.19053575151136126
S009,C1,0.18865957890348134,0.19324577861163228
S009,Cz,0.19595580571190327,0.18678340629560142
S009,C2,0.18761726078799248,0.18365645194913488
S009,C4,0.18845111528038358,0.19658119658119658
S009,C6,0.19136960600375236,0.19637273295809882
S009,CP5,0.19407963310402335,0.1930373149885345
S009,CP3,0.19282885136543673,0.19241192411924118
S009,CP1,0.19178653324994788,0.18449030644152595
S009,CPz,0.19220346049614342,0.18282259745674379
S009,CP2,0.1842818428184282,0.19553887846570772
S009,CP4,0.18032103397957056,0.18198874296435272
S009,CP6,0.1944965603502189,0.19970815092766311
S009,Fp1,0.19324577861163228,0.1999166145507609
S009,Fpz,0.19804044194288098,0.18032103397957056
S009,Fp2,0.2038774233896185,0.18803418803418803
S009,AF7,0.19699812382739212,0.19220346049614342
S009,AF3,0.19011882426516574,0.19533041484260996
S009,AFz,0.1936627058578278,0.18344798832603712
S009,AF4,0.19949968730456535,0.19824890556597874
S009,AF8,0.20575359599749843,0.20617052324369398
S009,F7,0.1990827600583698,0.1978319783197832
S009,F5,0.1999166145507609,0.20971440483635606
S009,F3,0.1957473420888055,0.19116114238065457
S009,F1,0.18678340629560142,0.18574108818011256
S009,Fz,0.18699186991869918,0.18407337919533043
S009,F2,0.19970815092766311,0.17907025224098394
S009,F4,0.1986658328121743,0.20554513237440067
S009,F6,0.19220346049614342,0.18532416093391704
S009,F8,0.1957473420888055,0.19762351469668543
S009,FT7,0.20033354179695642,0.19220346049614342
S009,FT8,0.19699812382739212,0.19282885136543673
S009,T7,0.2045028142589118,0.19678966020429436
S009,T8,0.18845111528038358,0.18845111528038358
S009,T9,0.1944965603502189,0.19949968730456535
S009,T10,0.1984573691890765,0.20888055034396497
S009,TP7,0.2074213049822806,0.1890765061496769
S009,TP8,0.203460496143423,0.21117365019804044
S009,P7,0.18991036064206795,0.19136960600375236
S009,P5,0.19116114238065457,0.17886178861788618
S009,P3,0.18532416093391704,0.1861580154263081
S009,P1,0.19824890556597874,0.1990827600583698
S009,Pz,0.19553887846570772,0.18991036064206795
S009,P2,0.1882426516572858,0.18720033354179696
S009,P4,0.19011882426516574,0.18282259745674379
S009,P6,0.1942880967271211,0.19741505107358767
S009,P8,0.1936627058578278,0.18282259745674379
